Title,Abbreviation,Class,ArXiv,ArXiv v1 Date,ArXiv New Version,ArXiv New Date,Publication,Publication Date,DOI,Authors,OpenSource,Official Code,HuggingFace,Demo Page,Page Number,Cite Number,Google Scholar,Cited by,Theory,Propose,Architecture,Tasks,Datasets,Compare Methods,Tags,AR/NAR,Update Time
YourTTS: Towards Zero-Shot Multi-Speaker TTS and Zero-Shot Voice Conversion for Everyone,YourTTS,,https://arxiv.org/abs/2112.02418,2021.12.04,v4,2023.04.30,ICML2022,,https://proceedings.mlr.press/v162/casanova22a.html,,,,,,,,https://scholar.google.com/scholar?cluster=8575580251111777245,331,,,,TTS/VC,,,Zero-Shot/Multi-Speaker,,2024.09.24
High-Resolution Image Synthesis with Latent Diffusion Models,LDM,Image,https://arxiv.org/abs/2112.10752,2021.12.20,v2,2022.04.13,IEEE/CVF@CVPR2022,,https://doi.org/10.1109/CVPR52688.2022.01042,,,,,,,,https://scholar.google.com/scholar?cluster=2427242760668866618,10759,Diffusion,,,,,,,,2024.09.24
MaskGIT: Masked Generative Image Transformer,MaskGIT,Image,https://arxiv.org/abs/2202.04200,2022.02.08,v1,2022.02.08,IEEE/CVF@CVPR,,,,,,,,,,,,,,,,,,,,2024.10.10
Autoregressive Image Generation using Residual Quantization,RQ-VAE,,https://arxiv.org/abs/2203.01941,2022.03.03,v2,2022.03.09,IEEE/CVF@CVPR2022,2022.09.27,https://doi.org/10.1109/CVPR52688.2022.01123,,,https://github.com/kakaobrain/rq-vae-transformer,,,,,https://scholar.google.com/scholar?cluster=5953877530421044413,166,,,,,,,,,2024.09.23
iSTFTNet: Fast and Lightweight Mel-Spectrogram Vocoder Incorporating Inverse Short-Time Fourier Transform,iSTFTNet,Vocoder,https://arxiv.org/abs/2203.02395,2022.03.04,v1,2022.03.04,ICASSP2022,,,,,,,https://www.kecl.ntt.co.jp/people/kaneko.takuhiro/projects/istftnet/,,,,,,,,,,,,,2024.09.21
HiFi++: A Unified Framework for Bandwidth Extension and Speech Enhancement,HiFi++,Vocoder,https://arxiv.org/abs/2203.13086,2022.03.24,v4,2023.12.10,ICASSP2023,,,,,,,,,,,,,,,,,,,,2024.09.21
VoiceMe: Personalized Voice Generation in TTS,VoiceMe,,https://arxiv.org/abs/2203.15379,2022.03.29,v2,2022.07.11,InterSpeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-10855,,,,,https://polvanrijn.github.io/VoiceMe/,,,,,,,,,,,,,2024.09.21
Generative Spoken Dialogue Language Modeling,dGSLM,SpeechLM,https://arxiv.org/abs/2203.16502,2022.03.30,v2,2022.11.22,MIT@TACL2023,,https://doi.org/10.1162/tacl_a_00545,"Tu Anh Nguyen, Eugene Kharitonov, Jade Copet, Yossi Adi, Wei-Ning Hsu, Ali Elkahky, Paden Tomasello, Robin Algayres, Benoit Sagot, Abdelrahman Mohamed, Emmanuel Dupoux",,https://github.com/facebookresearch/fairseq/tree/main/examples/textless_nlp/dgslm,,https://speechbot.github.io/dgslm,17,X,https://scholar.google.com/scholar?cluster=9049539949210726832,87,,,HuBERT+Dialogue Transformer Language Model+HiFiGAN,,,,,,2024.10.23
SpeechPrompt: An Exploration of Prompt Tuning on Generative Spoken Language Model for Speech Processing Tasks,SpeechPrompt,,https://arxiv.org/abs/2203.16773,2022.03.31,v3,2022.07.10,Interspeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-10610,"Kai-Wei Chang, Wei-Cheng Tseng, Shang-Wen Li, Hung-yi Lee",,https://github.com/ga642381/SpeechPrompt,,https://kwchang.org/SpeechPrompt/speech-prompt-v1.html,5,35,https://scholar.google.com/scholar?cluster=6498497973942463265,49,,,,,,,,,2024.10.29
SpecGrad: Diffusion Probabilistic Model Based Neural Vocoder with Adaptive Noise Spectral Shaping,SpecGrad,Vocoder,https://arxiv.org/abs/2203.16749,2022.03.31,v2,2022.08.04,InterSpeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-301,,,,,http://wavegrad.github.io/specgrad/,,,,,Diffusion,,,,,,,,2024.09.24
AdaSpeech 4: Adaptive Text to Speech in Zero-Shot Scenarios,AdaSpeech4,,https://arxiv.org/abs/2204.00436,2022.04.01,v1,2022.04.01,InterSpeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-901,,,,,,,,,,,,,TTS,,,Zero-Shot,,2024.09.24
FastDiff: A Fast Conditional Diffusion Model for High-Quality Speech Synthesis,FastDiff,,https://arxiv.org/abs/2204.09934,2022.04.21,v1,2022.04.21,IJCAI2022,,,,,,,https://fastdiff.github.io/,,,,,Diffusion,,,TTS,,,,,2024.09.24
NaturalSpeech: End-to-End Text to Speech Synthesis with Human-Level Quality,NaturalSpeech,,https://arxiv.org/abs/2205.04421,2022.05.09,v2,2022.05.10,TPAMI,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
GenerSpeech: Towards Style Transfer for Generalizable Out-Of-Domain Text-to-Speech,GenerSpeech,,https://arxiv.org/abs/2205.07211,2022.05.15,v2,2022.10.12,NeurIPS2022,,,,,,,https://generspeech.github.io/,,,,,,,,TTS,,,,,2024.09.24
StyleTTS: A Style-Based Generative Model for Natural and Diverse Text-to-Speech Synthesis,StyleTTS,,https://arxiv.org/abs/2205.15439,2022.05.30,v2,2023.11.20,[Unavailable],[Unavailable],[Unavailable],,,,,,,,https://scholar.google.com/scholar?cluster=14437583393601108052,34,,,,TTS,,,,,2024.09.25
BigVGAN: A Universal Neural Vocoder with Large-Scale Training,BigVGAN,Vocoder,https://arxiv.org/abs/2206.04658,2022.06.09,v2,2023.02.16,ICLR2023Poster,,https://openreview.net/forum?id=iTtGCMDEzS_,,,https://github.com/NVIDIA/BigVGAN,,https://bigvgan-demo.github.io/,20,X,https://scholar.google.com/scholar?cluster=14265847301322679424,159,GAN,,AMP module+Snake Activation,,LibriTTS/(VCTK/LJSpeech[Unseen]),SC-WaveRNN/WaveGlow/WaveFlow/HiFi-GAN/UnivNet,,,2024.09.24
SANE-TTS: Stable And Natural End-to-End Multilingual Text-to-Speech,SANE-TTS,,https://arxiv.org/abs/2206.12132,2022.06.24,v1,2022.06.24,InterSpeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-46,,,,,,,,,,,,,TTS,,,,,2024.09.24
JETS: Jointly Training FastSpeech2 and HiFi-GAN for End to End Text to Speech,JETS,,https://arxiv.org/abs/2203.16852,2022.07.01,v2,2022.07.01,InterSpeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-10294,,,,,,,,https://scholar.google.com/scholar?cluster=15869678961981985812,50,,,,TTS,,,,,2024.09.24
Glow-WaveGAN 2: High-quality Zero-shot Text-to-speech Synthesis and Any-to-any Voice Conversion,Glow-WaveGAN2,,https://arxiv.org/abs/2207.01832,2022.07.05,v1,2022.07.05,InterSpeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-684,,,,,,,,,,,,,TTS/VC,,,Zero-Shot,,2024.09.24
DelightfulTTS 2: End-to-End Speech Synthesis with Adversarial Vector-Quantized Auto-Encoders,DelightfulTTS2,,https://arxiv.org/abs/2207.04646,2022.07.11,v1,2022.07.11,InterSpeech2022,2022.09.18,https://doi.org/10.21437/Interspeech.2022-277,,,,,,,,,,,,,TTS,,,,,2024.09.24
WaveGAN: Frequency-aware GAN for High-Fidelity Few-shot Image Generation,WaveGAN,Image,https://arxiv.org/abs/2207.07288,2022.07.15,v2,2022.08.09,ECCV2022,,,,Training+Inference+Weight,https://github.com/kobeshegu/ECCV2022_WaveGAN,,,,,https://scholar.google.com/scholar?cluster=3247766894580497169,50,GAN,,,,,,Few-Shot,,2024.09.24
MuLan: A Joint Embedding of Music Audio and Natural Language,MuLan,,https://arxiv.org/abs/2208.12415,2022.08.26,v1,2022.08.26,ISMIR2022,,https://ismir2022program.ismir.net/poster_150.html,,,,,,,,https://scholar.google.com/scholar?cluster=10540722819061261900,130,,,,,,,,,2024.09.25
AudioLM: A Language Modeling Approach to Audio Generation,AudioLM,SpeechLM,https://arxiv.org/abs/2209.03143,2022.09.07,v2,2023.07.26,IEEE/ACM@TASLP2023,2023.06.21,https://doi.org/10.1109/TASLP.2023.3288409,"Zalan Borsos, Rapha?l Marinier, Damien Vincent, Eugene Kharitonov, Olivier Pietquin, Matt Sharifi, Dominik Roblek, Olivier Teboul, David Grangier, Marco Tagliasacchi, Neil Zeghidour",,,,https://google-research.github.io/seanet/audiolm/examples/,11,65,https://scholar.google.com/scholar?cluster=16664344357726277649,475,,,,,,,,,2024.10.23
AudioGen: Textually Guided Audio Generation,AudioGen,SpeechLM,https://arxiv.org/abs/2209.15352,2022.09.30,v2,2023.06.05,ICLR2023Poster,2023.02.01,https://openreview.net/forum?id=CYK7RfcOzQ4,"Felix Kreuk, Gabriel Synnaeve, Adam Polyak, Uriel Singer, Alexandre Defossez, Jade Copet, Devi Parikh, Yaniv Taigman, Yossi Adi",,https://felixkreuk.github.io/audiogen/,,https://felixkreuk.github.io/audiogen/,16,X,https://scholar.google.com/scholar?cluster=11166122285082527856,288,,,,,,,,AR,2024.10.23
High Fidelity Neural Audio Compression,EnCodec,Codec,https://arxiv.org/abs/2210.13438,2022.10.24,v1,2022.10.24,TMLR,,,,Training+Inference+Weight,https://github.com/facebookresearch/encodec,,,19,,https://scholar.google.com/scholar?cluster=11269141130994676820,462,,EnCodec,,,,,,,2024.09.23
FreeVC: Towards High-Quality Text-Free One-Shot Voice Conversion,FreeVC,VC,https://arxiv.org/abs/2210.15418,2022.10.27,v1,2022.10.27,IEEE@ICASSP2023,2023.05.05,https://doi.org/10.1109/ICASSP49357.2023.10095191,,,,,,,,https://scholar.google.com/scholar?cluster=16505500752330187346,76,,,,VC,,,One-Shot,,2024.09.24
HierSpeech: Bridging the Gap between Text and Speech by Hierarchical Variational Inference Using Self-supervised Representations for Speech Synthesis,HierSpeech,,[Unavailable],2022.11.01,[Unavailable],[Unavailable],NeurIPS2022,2022.11.01,https://openreview.net/forum?id=awdyRVnfQKX,,,,,,,,https://scholar.google.com/scholar?cluster=10216809622451649383,39,,,,TTS,,,,,2024.09.24
VISinger 2: High-Fidelity End-to-End Singing Voice Synthesis Enhanced by Digital Signal Processing Synthesizer,VISinger2,SVS,https://arxiv.org/abs/2211.02903,2022.11.05,v1,2022.11.05,InterSpeech2023,2023.08.20,https://doi.org/10.21437/Interspeech.2022-391,,,,,,,,https://scholar.google.com/scholar?cluster=13300051646424906650,16,,,,,,,,,2024.09.23
A Unified One-Shot Prosody and Speaker Conversion System with Self-Supervised Discrete Speech Units,UUVC,VC,https://arxiv.org/abs/2211.06535,2022.11.12,v1,2022.11.12,IEEE@ICASSP2023,2023.05.05,https://doi.org/10.1109/ICASSP49357.2023.10095565,,,https://github.com/b04901014/uuvc,,https://b04901014.github.io/UUVC/,,,https://scholar.google.com/scholar?cluster=16859671418509076699,6,,,,VC,,,,,2024.09.25
OverFlow: Putting Flows on Top of Neural Transducers for Better TTS,OverFlow,,https://arxiv.org/abs/2211.06892,2022.11.13,v2,2023.05.29,InterSpeech2023,2023.08.20,https://doi.org/10.21437/Interspeech.2022-1996,,,,,https://shivammehta25.github.io/OverFlow/,,,https://scholar.google.com/scholar?cluster=15444001209274851942,15,Flow,,,,,,,,2024.09.24
PromptTTS: Controllable Text-to-Speech with Text Descriptions,PromptTTS,,https://arxiv.org/abs/2211.12171,2022.11.22,v1,2022.11.22,ICASSP2023,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
Robust Speech Recognition via Large-Scale Weak Supervision,Whisper,,https://arxiv.org/abs/2212.04356,2022.12.06,v1,2022.12.06,ICML2023Poster,2023.04.24,https://proceedings.mlr.press/v202/radford23a.html,"Alec Radford, Jong Wook Kim, Tao Xu, Greg Brockman, Christine McLeavey, Ilya Sutskever",,,,,,,https://scholar.google.com/scholar?cluster=14594961257476535034,2695,,,,,,,,,2024.09.21
Neural Codec Language Models are Zero-Shot Text to Speech Synthesizers,VALL-E,CLM,https://arxiv.org/abs/2301.02111,2023.01.05,v1,2023.01.05,[Unavailable],[Unavailable],[Unavailable],"Chengyi Wang, Sanyuan Chen, Yu Wu, Ziqiang Zhang, Long Zhou, Shujie Liu, Zhuo Chen, Yanqing Liu, Huaming Wang, Jinyu Li, Lei He, Sheng Zhao, Furu Wei",[Unavailable],,,https://aka.ms/valle,16,49,https://scholar.google.com/scholar?cluster=8330191945346870138,504,,VALL-E,EnCodec (RVQ 8 Codebook) ¡ú AR Transformer (Code 1)  ¡ú NAR Transformer (Code 2:8),TTS,LibriLight (Train)/LibriSpeech+VCTK (Test),S2S: GSLM/AudioLM; TTS: YourTTS (VCTK+LibriTTS+TTS-Portuguese),Zero-Shot,AR+NAR,2024.10.26
MusicLM: Generating Music From Text,MusicLM,,https://arxiv.org/abs/2301.11325,2023.01.26,v1,2023.01.26,[Unavailable],[Unavailable],[Unavailable],"Andrea Agostinelli, Timo I. Denk, Zalan Borsos, Jesse Engel, Mauro Verzetti, Antoine Caillon, Qingqing Huang, Aren Jansen, Adam Roberts, Marco Tagliasacchi, Matt Sharifi, Neil Zeghidour, Christian Frank",,,,https://google-research.github.io/seanet/musiclm/examples/,15,X,https://scholar.google.com/scholar?cluster=17376728213237187356,494,,MusicLM/MusicCaps (Dataset),,,,,,,2024.10.26
AudioLDM: Text-to-Audio Generation with Latent Diffusion Models,AudioLDM,,https://arxiv.org/abs/2301.12503,2023.01.29,v3,2023.09.09,ICML2023,,https://proceedings.mlr.press/v202/liu23f.html,,,,,,,,https://scholar.google.com/scholar?cluster=3166553528222335360,378,Diffusion,,,,,,,,2024.09.24
Make-An-Audio: Text-to-Audio Generation with Prompt-Enhanced Diffusion Models,Make-An-Audio,,https://arxiv.org/abs/2301.12661,2023.01.30,v1,2023.01.30,ICML2023,,https://proceedings.mlr.press/v202/huang23i.html,,,,,https://text-to-audio.github.io/,,,https://scholar.google.com/scholar?cluster=14204166098403262471,210,Diffusion,,,,,,,,2024.09.24
InstructTTS: Modelling Expressive TTS in Discrete Latent Space with Natural Language Style Prompt,InstructTTS,,https://arxiv.org/abs/2301.13662,2023.01.31,v2,2023.06.25,IEEE/ACM@TASLP2024,2024.05.20,https://doi.org/10.1109/TASLP.2024.3402088,,,,,,,,https://scholar.google.com/scholar?cluster=16890941306445601074,65,,,,,,,,,2024.10.10
Speak Read and Prompt: High-Fidelity Text-to-Speech with Minimal Supervision,SPEAR-TTS,,https://arxiv.org/abs/2302.03540,2023.02.07,v1,2023.02.07,MIT@TACL2023,2023.12.21,https://doi.org/10.1162/tacl_a_00618,"Eugene Kharitonov, Damien Vincent, Zalan Borsos, Raphael Marinier, Sertan Girgin, Olivier Pietquin, Matt Sharifi, Marco Tagliasacchi, Neil Zeghidour",[Unavailable],,,https://google-research.github.io/seanet/speartts/examples/,16,X,https://scholar.google.com/scholar?cluster=15014701949812441701,156,,,,TTS,,,,,2024.10.27
QuickVC: Any-to-Many Voice Conversion Using Inverse Short-time Fourier Transform for Faster Conversion,QuickVC,VC,https://arxiv.org/abs/2302.08296,2023.02.16,v4,2023.02.23,,,,,,,,,,,https://scholar.google.com/scholar?cluster=8865818686073432109,9,,,,VC,,,,,2024.09.24
LLaMA: Open and Efficient Foundation Language Models,LLaMA,TextLM,https://arxiv.org/abs/2302.13971,2023.02.27,v1,2023.02.27,,,,,,,,,,,https://scholar.google.com/scholar?cluster=7549877693210626200,8738,,,,,,,,,2024.10.23
SpeechPrompt v2: Prompt Tuning for Speech Classification Tasks,SpeechPrompt v2,,https://arxiv.org/abs/2303.00733,2023.03.01,v1,2023.03.01,[Unavailable],[Unavailable],[Unavailable],,,https://github.com/ga642381/SpeechPrompt-v2,,https://kwchang.org/SpeechPrompt/speech-prompt-v2.html,7,33,https://scholar.google.com/scholar?cluster=17237359125895838493,30,,,,,,,,,2024.10.29
Vocos: Closing the Gap between Time-Domain and Fourier-Based Neural Vocoders for High-Quality Audio Synthesis,Vocos,Vocoder,https://arxiv.org/abs/2306.00814,2023.03.01,v3,2024.05.29,ICLR2024Poster,2024.01.16,https://openreview.net/forum?id=vY9nzQmQBw,,Training+Inference+Weight,https://github.com/gemelo-ai/vocos,https://huggingface.co/charactr/vocos-mel-24khz,https://gemelo-ai.github.io/vocos/,15,X,https://scholar.google.com/scholar?cluster=4445816452466808234,34,,,,,LibriTTS,HiFi-GAN/iSTFTNet/BigVGAN,,,2024.09.24
Google USM: Scaling Automatic Speech Recognition Beyond 100 Languages,Google USM,,https://arxiv.org/abs/2303.01037,2023.03.02,v3,2023.09.25,[Unavailable],[Unavailable],[Unavailable],"Yu Zhang, Wei Han, James Qin, Yongqiang Wang, Ankur Bapna, Zhehuai Chen, Nanxin Chen, Bo Li, Vera Axelrod, Gary Wang, Zhong Meng, Ke Hu, Andrew Rosenberg, Rohit Prabhavalkar, Daniel S. Park, Parisa Haghani, Jason Riesa, Ginger Perng, Hagen Soltau, Trevor Strohman, Bhuvana Ramabhadran, Tara Sainath, Pedro Moreno, Chung-Cheng Chiu, Johan Schalkwyk, Fran?oise Beaufays, Yonghui Wu",,,,,20,89,https://scholar.google.com/scholar?cluster=17752285616737220261,243,,,,,,,,,2024.10.28
End-to-End Speech Recognition: A Survey,[Unavailable],Survey,https://arxiv.org/abs/2303.03329,2023.03.03,v1,2023.03.03,IEEE/ACM@TASLP2023,2023.10.30,https://doi.org/10.1109/TASLP.2023.3328283,,,,,,,,https://scholar.google.com/scholar?cluster=12935209782382517287,113,,,,,,,,,2024.10.10
FoundationTTS: Text-to-Speech for ASR Customization with Generative Language Model,FoundationTTS,,https://arxiv.org/abs/2303.02939,2023.03.06,v3,2023.03.06,[Unavailable],[Unavailable],[Unavailable],"Ruiqing Xue, Yanqing Liu, Lei He, Xu Tan, Linquan Liu, Edward Lin, Sheng Zhao",,,,,,,https://scholar.google.com/scholar?cluster=7389306401877363213,9,,,,TTS,,,,,2024.10.29
Speak Foreign Languages with Your Own Voice:Cross-Lingual Neural Codec Language Modeling,VALL-E X,CLM,https://arxiv.org/abs/2303.03926,2023.03.07,v1,2023.03.07,,,,,,,,https://aka.ms/vallex,,,,,,,,,,,,,2024.09.24
LMCodec: A Low Bitrate Speech Codec with Causal Transformer Models,LMCodec,Codec,https://arxiv.org/abs/2303.12984,2023.03.23,v1,2023.03.23,ICASSP2023,,,,,,,https://mjenrungrot.github.io/chrome-media-audio-papers/publications/lmcodec,,,,,,,,,,,,,2024.09.21
NaturalSpeech 2: Latent Diffusion Models are Natural and Zero-Shot Speech and Singing Synthesizers,NaturalSpeech2,,https://arxiv.org/abs/2304.09116,2023.04.18,v3,2023.05.30,ICLR2024Spotlight,,,,,,,,,,,,Diffusion,,,,,,Zero-Shot,,2024.10.10
"AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head",AudioGPT,,https://arxiv.org/abs/2304.12995,2023.04.25,v1,2023.04.25,AAAI2024,2024.03.24,https://doi.org/10.1609/aaai.v38i21.30570,"Rongjie Huang, Mingze Li, Dongchao Yang, Jiatong Shi, Xuankai Chang, Zhenhui Ye, Yuning Wu, Zhiqing Hong, Jiawei Huang, Jinglin Liu, Yi Ren, Zhou Zhao, Shinji Watanabe",,https://github.com/AIGC-Audio/AudioGPT,https://huggingface.co/spaces/AIGC-Audio/AudioGPT,,,,https://scholar.google.com/scholar?cluster=10625702268349818855,144,,,,,,,,,2024.10.27
HiFi-Codec: Group-residual Vector quantization for High Fidelity Audio Codec,HiFi-Codec,Codec,https://arxiv.org/abs/2305.02765,2023.05.04,v2,2023.05.07,,,,,,,,,,,,,,,,,,,,,2024.09.21
CoMoSpeech: One-Step Speech and Singing Voice Synthesis via Consistency Model,CoMoSpeech,,https://arxiv.org/abs/2305.06908,2023.05.11,v4,2023.10.29,ACM MultiMedia2023,2023.10.27,https://doi.org/10.1145/3581783.3612061,"Zhen Ye, Wei Xue, Xu Tan, Jie Chen, Qifeng Liu, Yike Guo",,https://github.com/zhenye234/CoMoSpeech,,https://comospeech.github.io/,9,41,https://scholar.google.com/scholar?cluster=125530389504723191,26,Diffusion/Consistency,,,TTS,,,,,2024.10.07
Better Speech Synthesis through Scaling,TorToise-TTS,,https://arxiv.org/abs/2305.07243,2023.05.12,v2,2023.05.23,,,,James Betker,,https://github.com/neonbjb/tortoise-tts,,http://nonint.com/static/tortoise_v2_examples.html,,,https://scholar.google.com/scholar?cluster=12308206494684283413,47,Diffusion,,,TTS,,,,,2024.10.07
APNet: An All-Frame-Level Neural Vocoder Incorporating Direct Prediction of Amplitude and Phase Spectra,APNet,Vocoder,https://arxiv.org/abs/2305.07952,2023.05.13,v1,2023.05.13,IEEE/ACM@TASLP2023,,https://doi.org/10.1109/TASLP.2023.3277276,,,,,,,,,,,,,,,,,,2024.10.10
SoundStorm: Efficient Parallel Audio Generation,SoundStorm,,https://arxiv.org/abs/2305.09636,2023.05.16,v1,2023.05.16,ICLR2024Reject,2023.09.23,https://openreview.net/forum?id=KknWbD5j95,"Zalan Borsos, Matt Sharifi, Damien Vincent, Eugene Kharitonov, Neil Zeghidour, Marco Tagliasacchi",,,,https://google-research.github.io/seanet/soundstorm/examples/,9,X,https://scholar.google.com/scholar?cluster=12476111044975033127,84,,,,,,,,,2024.10.27
Palm 2 Technical Report,PaLM2,TextLM,https://arxiv.org/abs/2305.10403,2023.05.17,v3,2023.09.13,,,,,,,,,,,https://scholar.google.com/scholar?cluster=8537582669272475110,1198,,,,,,,,,2024.10.23
SpeechGPT: Empowering Large Language Models with Intrinsic Cross-Modal Conversational Abilities,SpeechGPT,,https://arxiv.org/abs/2305.11000,2023.05.18,v2,2023.05.19,EMNLP2023Findings,2023.12.06,https://doi.org/10.18653/v1/2023.findings-emnlp.1055,"Dong Zhang, Shimin Li, Xin Zhang, Jun Zhan, Pengyu Wang, Yaqian Zhou, Xipeng Qiu",,https://github.com/0nutation/SpeechGPT,,https://0nutation.github.io/SpeechGPT.github.io/,13,X,https://scholar.google.com/scholar?cluster=6768447378252129444,177,,,,,,,,,2024.10.29
Listen Think and Understand,LTU,,https://arxiv.org/abs/2305.10790,2023.05.18,v3,2024.02.19,ICLR2024Poster,2024.01.16,https://openreview.net/forum?id=nBZBPXdJlC,"Yuan Gong, Hongyin Luo, Alexander H. Liu, Leonid Karlinsky, James Glass",,https://github.com/YuanGongND/ltu,https://huggingface.co/spaces/yuangongfdu/ltu,,30,X,https://scholar.google.com/scholar?cluster=10650236499486566217,109,,LTU/OpenAQA-5M (Dataset),,Understanding,,,,AR,2024.10.27
Pengi: An Audio Language Model for Audio Tasks,Pengi,,https://arxiv.org/abs/2305.11834,2023.05.19,v2,2024.01.19,NeurIPS2023Poster,2023.09.22,https://dl.acm.org/doi/abs/10.5555/3666122.3666917,"Soham Deshmukh, Benjamin Elizalde, Rita Singh, Huaming Wang",,https://github.com/microsoft/Pengi,,,19,65,https://scholar.google.com/scholar?cluster=10580047223748383516,98,,,,,,,,,2024.10.29
U-DiT TTS: U-Diffusion Vision Transformer for Text-to-Speech,U-DiT TTS,,https://arxiv.org/abs/2305.13195,2023.05.22,v1,2023.05.22,IEEE@SpeechCommunication,2023.12.18,https://doi.org/10.30420/456164010,,,,,,,,https://scholar.google.com/scholar?cluster=11840959028878808925,5,Diffusion,,,TTS,,,,,2024.09.24
Textually Pretrained Speech Language Models,TWIST,,https://arxiv.org/abs/2305.13009,2023.05.22,v3,2024.01.30,NeurIPS2023Poster,2023.09.22,https://dl.acm.org/doi/abs/10.5555/3666122.3668893,"Michael Hassid, Tal Remez, Tu Anh Nguyen, Itai Gat, Alexis Conneau, Felix Kreuk, Jade Copet, Alexandre Defossez, Gabriel Synnaeve, Emmanuel Dupoux, Roy Schwartz, Yossi Adi",,https://github.com/facebookresearch/textlesslib/tree/main/examples/twist,,https://pages.cs.huji.ac.il/adiyoss-lab/twist/,,,https://scholar.google.com/scholar?cluster=2726323772873175239,43,,,,,,,,,2024.10.29
QLoRA: Efficient Finetuning of Quantized LLMs,QLoRA,PEFT,https://arxiv.org/abs/2305.14314,2023.05.23,v1,2023.05.23,,,,,,,,,,,https://scholar.google.com/scholar?cluster=1698009957296542951,1405,,,,,,,,,2024.09.23
Spoken Question Answering and Speech Continuation Using Spectrogram-Powered LLM,,Spectron,https://arxiv.org/abs/2305.15255,2023.05.24,v4,2024.05.31,ICLR2024Poster,2024.01.16,https://openreview.net/forum?id=izrOLJov5y,"Eliya Nachmani, Alon Levkovitch, Roy Hirsch, Julian Salazar, Chulayuth Asawaroengchai, Soroosh Mariooryad, Ehud Rivlin, RJ Skerry-Ryan, Michelle Tadmor Ramanovich",,,,https://michelleramanovich.github.io/spectron/spectron,16,X,https://scholar.google.com/scholar?cluster=2239314690427158927,14,,,,,,,,,2024.10.29
VioLA: Unified Codec Language Models for Speech Recognition Synthesis and Translation,VioLA,MLLM,https://arxiv.org/abs/2305.16107,2023.05.25,v1,2023.05.25,[Unavailable],[Unavailable],[Unavailable],"Tianrui Wang, Long Zhou, Ziqiang Zhang, Yu Wu, Shujie Liu, Yashesh Gaur, Zhuo Chen, Jinyu Li, Furu Wei",[Unavailable],,,,11,X,https://scholar.google.com/scholar?cluster=3175310480496805997,77,,VioLA,Decoder-Only,,,,,,2024.10.27
AudioDec: An Open-source Streaming High-fidelity Neural Audio Codec,AudioDec,Codec,https://arxiv.org/abs/2305.16608,2023.05.26,v1,2023.05.26,ICASSP2023,,,,,,,,,,,,,,,,,,,,2024.09.21
Make-An-Audio 2: Temporal-Enhanced Text-to-Audio Generation,Make-An-Audio2,,https://arxiv.org/abs/2305.18474,2023.05.29,v1,2023.05.29,[Unavailable],[Unavailable],[Unavailable],,,https://github.com/bytedance/Make-An-Audio-2,,https://make-an-audio-2.github.io,,,https://scholar.google.com/scholar?cluster=13517159671265524532,33,,,,,,,,,2024.10.07
Make-A-Voice: Unified Voice Synthesis With Discrete Representation,Make-A-Voice,,https://arxiv.org/abs/2305.19269,2023.05.30,v1,2023.05.30,[Unavailable],[Unavailable],[Unavailable],"Rongjie Huang, Chunlei Zhang, Yongqi Wang, Dongchao Yang, Luping Liu, Zhenhui Ye, Ziyue Jiang, Chao Weng, Zhou Zhao, Dong Yu",,,,https://make-a-voice.github.io/,16,47,https://scholar.google.com/scholar?cluster=12763739973148023166,25,,,,,,,,,2024.10.29
PromptStyle: Controllable Style Transfer for Text-to-Speech with Natural Language Descriptions,PromptStyle,,https://arxiv.org/abs/2305.19522,2023.05.31,v2,2023.06.01,InterSpeech2023,2023.08.20,https://doi.org/10.21437/Interspeech.2022-1779,,,,,,,,https://scholar.google.com/scholar?cluster=14591664902776788259,31,,,,TTS,,,,,2024.09.24
SpeechGen: Unlocking the Generative Power of Speech Language Models with Prompts,SpeechGen,,https://arxiv.org/abs/2306.02207,2023.06.03,v3,2023.08.25,[Unavailable],[Unavailable],[Unavailable],"Haibin Wu, Kai-Wei Chang, Yuan-Kuei Wu, Hung-yi Lee",,https://github.com/ga642381/SpeechGen,,https://ga642381.github.io/SpeechPrompt/speechgen,14,X,https://scholar.google.com/scholar?cluster=16623612908585464130,21,,,,,,,,,2024.10.29
Mega-TTS: Zero-Shot Text-to-Speech at Scale with Intrinsic Inductive Bias,Mega-TTS,,https://arxiv.org/abs/2306.03509,2023.06.06,v1,2023.06.06,[Unavailable],[Unavailable],[Unavailable],"Ziyue Jiang, Yi Ren, Zhenhui Ye, Jinglin Liu, Chen Zhang, Qian Yang, Shengpeng Ji, Rongjie Huang, Chunfeng Wang, Xiang Yin, Zejun Ma, Zhou Zhao",,,,https://mega-tts.github.io/demo-page,20,67,https://scholar.google.com/scholar?cluster=15692405188854768212,54,,,,TTS,,,Zero-Shot,,2024.10.29
